# Exact Riemann solution for problem:	Toro-4
# Discretization:	zonal
# Domain bounds:	0.00000e+00	1.00000e+00
# Iterface position:	4.00000e-01
# Gamma:	1.40000e+00
# Left  state [dens,velx,pres]:	5.99924e+00	1.95975e+01	4.60894e+02
# Right state [dens,velx,pres]:	5.99242e+00	-6.19633e+00	4.60950e+01
# Time:	3.50000e-02
                x	    dens [$\rho$]	      mom [$\mu$]	   e [$\epsilon$]	       pres [$p$]	             eint	       velx [$v$]	             cspd
  2.212500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.237500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.262500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.287500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.312500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.337500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.362500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.387500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.412500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.437500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.462500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.487500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.512500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.537500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.562500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.587500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.612500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.637500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.662500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.687500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.712500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.737500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.762500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.787500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.812500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.837500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.862500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.887500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.912500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.937500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.962500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  2.987500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.012500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.037500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.062500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.087500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.112500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.137500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.162500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.187500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.212500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.237500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.262500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.287500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
